"","time","transmission_potential","immune","gamma","r","dose"
"6119",0.115,0.0972504773682789,0.111830992483862,1e-04,40,1
"6120",0.116,0.101179566462986,0.112778739455136,1e-04,40,1
"6121",0.117,0.105267048486513,0.113726204390982,1e-04,40,1
"6122",0.118,0.109519294688698,0.114673396535783,1e-04,40,1
"6123",0.119,0.113942932032654,0.115620325550947,1e-04,40,1
"6124",0.12,0.11854485343482,0.116567001533887,1e-04,40,1
"6125",0.121,0.123332228414122,0.11751343503786,1e-04,40,1
"6126",0.122,0.12831251416651,0.118459637092689,1e-04,40,1
"6127",0.123,0.133493467081846,0.119405619226424,1e-04,40,1
"6128",0.124,0.138883154720752,0.120351393487978,1e-04,40,1
"6129",0.125,0.144489968269733,0.121296972470775,1e-04,40,1
"6130",0.126,0.150322635493633,0.122242369337468,1e-04,40,1
"6131",0.127,0.15639023420522,0.123187597845766,1e-04,40,1
"6132",0.128,0.162702206272494,0.124132672375422,1e-04,40,1
"6133",0.129,0.169268372185111,0.125077607956437,1e-04,40,1
"6134",0.13,0.176098946202199,0.126022420298528,1e-04,40,1
"6135",0.131,0.183204552104681,0.12696712582193,1e-04,40,1
"6136",0.132,0.190596239576174,0.127911741689574,1e-04,40,1
"6137",0.133,0.198285501237458,0.128856285840721,1e-04,40,1
"6138",0.134,0.206284290360536,0.129800777026101,1e-04,40,1
"6139",0.135,0.214605039289283,0.130745234844645,1e-04,40,1
"6140",0.136,0.223260678594807,0.131689679781857,1e-04,40,1
"6141",0.137,0.232264656994724,0.132634133249929,1e-04,40,1
"6142",0.138,0.241630962066713,0.133578617629646,1e-04,40,1
"6143",0.139,0.251374141787929,0.134523156314197,1e-04,40,1
"6144",0.14,0.261509326933074,0.135467773754944,1e-04,40,1
"6145",0.141,0.272052254365272,0.136412495509269,1e-04,40,1
"6146",0.142,0.283019291255183,0.13735734829057,1e-04,40,1
"6147",0.143,0.29442746026524,0.138302360020518,1e-04,40,1
"6148",0.144,0.306294465737333,0.139247559883671,1e-04,40,1
"6149",0.145,0.318638720923775,0.140192978384559,1e-04,40,1
"6150",0.146,0.331479376302952,0.141138647407348,1e-04,40,1
"6151",0.147,0.344836349022723,0.142084600278202,1e-04,40,1
"6152",0.148,0.358730353516292,0.143030871830469,1e-04,40,1
"6153",0.149,0.37318293333708,0.143977498472822,1e-04,40,1
"6154",0.15,0.388216494260924,0.144924518260487,1e-04,40,1
"6155",0.151,0.403854338705862,0.145871970969705,1e-04,40,1
"6156",0.152,0.420120701521727,0.146819898175575,1e-04,40,1
"6157",0.153,0.437040787203835,0.147768343333436,1e-04,40,1
"6158",0.154,0.454640808587182,0.148717351863952,1e-04,40,1
"6159",0.155,0.472948027079803,0.149666971242077,1e-04,40,1
"6160",0.156,0.491990794496228,0.150617251090072,1e-04,40,1
"6161",0.157,0.511798596554371,0.151568243274773,1e-04,40,1
"6162",0.158,0.532402098101704,0.152520002009304,1e-04,40,1
"6163",0.159,0.5538331901391,0.15347258395945,1e-04,40,1
"6164",0.16,0.57612503871346,0.154426048354901,1e-04,40,1
"6165",0.161,0.599312135753008,0.155380457105611,1e-04,40,1
"6166",0.162,0.62343035192202,0.156335874923497,1e-04,40,1
"6167",0.163,0.648516991574798,0.157292369449755,1e-04,40,1
"6168",0.164,0.67461084989176,0.158250011388036,1e-04,40,1
"6169",0.165,0.701752272283843,0.15920887464379,1e-04,40,1
"6170",0.166,0.729983216154686,0.160169036470051,1e-04,40,1
"6171",0.167,0.759347315113646,0.16113057761999,1e-04,40,1
"6172",0.168,0.789889945736252,0.162093582506556,1e-04,40,1
"6173",0.169,0.821658296972537,0.163058139369555,1e-04,40,1
"6174",0.17,0.854701442307523,0.16402434045053,1e-04,40,1
"6175",0.171,0.889070414782274,0.164992282175813,1e-04,40,1
"6176",0.172,0.924818284988071,0.165962065348178,1e-04,40,1
"6177",0.173,0.962000242150685,0.166933795347489,1e-04,40,1
"6178",0.174,1.00067367842623,0.167907582340814,1e-04,40,1
"6179",0.175,1.04089827653482,0.168883541502471,1e-04,40,1
"6180",0.176,1.08273610086305,0.16986179324449,1e-04,40,1
"6181",0.177,1.12625169217154,0.170842463458048,1e-04,40,1
"6182",0.178,1.17151216604887,0.171825683766395,1e-04,40,1
"6183",0.179,1.21858731525884,0.172811591789887,1e-04,40,1
"6184",0.18,1.2675497161334,0.173800331423733,1e-04,40,1
"6185",0.181,1.31847483916987,0.174792053129101,1e-04,40,1
"6186",0.182,1.37144116399666,0.175786914238303,1e-04,40,1
"6187",0.183,1.42653029887834,0.176785079274756,1e-04,40,1
"6188",0.184,1.48382710493734,0.177786720288526,1e-04,40,1
"6189",0.185,1.54341982527631,0.178792017208249,1e-04,40,1
"6190",0.186,1.60540021919216,0.179801158210318,1e-04,40,1
"6191",0.187,1.66986370168008,0.180814340106245,1e-04,40,1
"6192",0.188,1.73690948843352,0.181831768749172,1e-04,40,1
"6193",0.189,1.80664074655356,0.182853659460585,1e-04,40,1
"6194",0.19,1.87916475118952,0.183880237478297,1e-04,40,1
"6195",0.191,1.95459304834078,0.184911738426897,1e-04,40,1
"6196",0.192,2.03304162405856,0.185948408811888,1e-04,40,1
"6197",0.193,2.11463108029526,0.186990506538831,1e-04,40,1
"6198",0.194,2.19948681765825,0.188038301458894,1e-04,40,1
"6199",0.195,2.28773922533462,0.189092075942304,1e-04,40,1
"6200",0.196,2.37952387846312,0.190152125481268,1e-04,40,1
"6201",0.197,2.47498174323999,0.19121875932407,1e-04,40,1
"6202",0.198,2.57425939005573,0.192292301142121,1e-04,40,1
"6203",0.199,2.67750921497087,0.193373089731897,1e-04,40,1
"6204",0.2,2.78488966985001,0.194461479753797,1e-04,40,1
"6205",0.201,2.89656550148509,0.195557842510098,1e-04,40,1
"6206",0.202,3.01270800005077,0.196662566764346,1e-04,40,1
"6207",0.203,3.13349525724713,0.19777605960467,1e-04,40,1
"6208",0.204,3.2591124344978,0.19889874735366,1e-04,40,1
"6209",0.205,3.38975204158452,0.20003107652768,1e-04,40,1
"6210",0.206,3.52561422611279,0.201173514848639,1e-04,40,1
"6211",0.207,3.66690707421712,0.202326552311488,1e-04,40,1
"6212",0.208,3.81384692292867,0.203490702310936,1e-04,40,1
"6213",0.209,3.96665868464264,0.204666502831125,1e-04,40,1
"6214",0.21,4.12557618413802,0.205854517702286,1e-04,40,1
"6215",0.211,4.29084250861759,0.207055337928683,1e-04,40,1
"6216",0.212,4.46271037125185,0.208269583092483,1e-04,40,1
"6217",0.213,4.64144248872695,0.209497902838521,1e-04,40,1
"6218",0.214,4.82731197331297,0.210740978445324,1e-04,40,1
"6219",0.215,5.02060273998599,0.211999524488143,1e-04,40,1
"6220",0.216,5.2216099291545,0.213274290600213,1e-04,40,1
"6221",0.217,5.43064034555837,0.214566063338904,1e-04,40,1
"6222",0.218,5.64801291392612,0.215875668163996,1e-04,40,1
"6223",0.219,5.87405915199476,0.217203971535828,1e-04,40,1
"6224",0.22,6.10912366151432,0.218551883141739,1e-04,40,1
"6225",0.221,6.35356463787787,0.219920358259859,1e-04,40,1
"6226",0.222,6.60775439903646,0.221310400270061,1e-04,40,1
"6227",0.223,6.87207993437705,0.222723063322676,1e-04,40,1
"6228",0.224,7.14694347426001,0.224159455176472,1e-04,40,1
"6229",0.225,7.4327630809317,0.225620740218309,1e-04,40,1
"6230",0.226,7.72997326154586,0.227108142677994,1e-04,40,1
"6231",0.227,8.03902560404581,0.228622950052933,1e-04,40,1
"6232",0.228,8.36038943667727,0.230166516758488,1e-04,40,1
"6233",0.229,8.69455251191912,0.231740268021283,1e-04,40,1
"6234",0.23,9.04202171563582,0.233345704034219,1e-04,40,1
"6235",0.231,9.40332380227126,0.234984404393621,1e-04,40,1
"6236",0.232,9.77900615691884,0.23665803284072,1e-04,40,1
"6237",0.233,10.1696375851157,0.238368342331697,1e-04,40,1
"6238",0.234,10.5758091312218,0.24011718046269,1e-04,40,1
"6239",0.235,10.9981349262548,0.241906495278565,1e-04,40,1
"6240",0.236,11.437253066059,0.243738341496932,1e-04,40,1
"6241",0.237,11.8938265206948,0.245614887181773,1e-04,40,1
"6242",0.238,12.3685440759357,0.247538420904316,1e-04,40,1
"6243",0.239,12.8621213077604,0.249511359432317,1e-04,40,1
"6244",0.24,13.3753015907253,0.251536255992858,1e-04,40,1
"6245",0.241,13.9088571410901,0.253615809158142,1e-04,40,1
"6246",0.242,14.4635900955602,0.255752872408528,1e-04,40,1
"6247",0.243,15.0403336264866,0.257950464432455,1e-04,40,1
"6248",0.244,15.6399530943386,0.260211780228752,1e-04,40,1
"6249",0.245,16.2633472382322,0.262540203083452,1e-04,40,1
"6250",0.246,16.9114494052512,0.264939317500476,1e-04,40,1
"6251",0.247,17.5852288192487,0.267412923173694,1e-04,40,1
"6252",0.248,18.2856918897481,0.269965050096869,1e-04,40,1
"6253",0.249,19.013883561489,0.272599974918058,1e-04,40,1
"6254",0.25,19.7708887050674,0.275322238656238,1e-04,40,1
"6255",0.251,20.5578335490129,0.278136665910445,1e-04,40,1
"6256",0.252,21.3758871535128,0.281048385705662,1e-04,40,1
"6257",0.253,22.2262629258449,0.284062854135373,1e-04,40,1
"6258",0.254,23.1102201774017,0.287185878978115,1e-04,40,1
"6259",0.255,24.0290657219839,0.290423646485053,1e-04,40,1
"6260",0.256,24.9841555148027,0.293782750557527,1e-04,40,1
"6261",0.257,25.9768963313536,0.297270224558267,1e-04,40,1
"6262",0.258,27.0087474850065,0.300893576027715,1e-04,40,1
"6263",0.259,28.0812225817901,0.30466082460818,1e-04,40,1
"6264",0.26,29.1958913104231,0.308580543513727,1e-04,40,1
"6265",0.261,30.3543812651615,0.312661904923486,1e-04,40,1
"6266",0.262,31.5583797984699,0.31691472972089,1e-04,40,1
"6267",0.263,32.8096358998848,0.321349542052103,1e-04,40,1
"6268",0.264,34.1099620966994,0.325977629234324,1e-04,40,1
"6269",0.265,35.4612363712572,0.330811107609733,1e-04,40,1
"6270",0.266,36.865404088669,0.335862995014704,1e-04,40,1
"6271",0.267,38.3244799276601,0.341147290617799,1e-04,40,1
"6272",0.268,39.8405498059762,0.346679062975505,1e-04,40,1
"6273",0.269,41.4157727903156,0.352474547263362,1e-04,40,1
"6274",0.27,43.052382979076,0.358551252764086,1e-04,40,1
"6275",0.271,44.7526913442764,0.364928081835795,1e-04,40,1
"6276",0.272,46.5190875168032,0.371625461745248,1e-04,40,1
"6277",0.273,48.354041496585,0.378665490936216,1e-04,40,1
"6278",0.274,50.2601052663761,0.386072101515361,1e-04,40,1
"6279",0.275,52.239914284466,0.393871239981659,1e-04,40,1
"6280",0.276,54.2961888277578,0.402091068505361,1e-04,40,1
"6281",0.277,56.4317351521939,0.410762189384672,1e-04,40,1
"6282",0.278,58.6494464323622,0.41991789567954,1e-04,40,1
"6283",0.279,60.9523034361718,0.429594451450209,1e-04,40,1
"6284",0.28,63.3433748836247,0.439831405523003,1e-04,40,1
"6285",0.281,65.8258174307718,0.450671943278084,1e-04,40,1
"6286",0.282,68.4028752107508,0.462163281616854,1e-04,40,1
"6287",0.283,71.0778788531586,0.474357113035464,1e-04,40,1
"6288",0.284,73.8542438906596,0.487310105623595,1e-04,40,1
"6289",0.285,76.7354684473922,0.501084466845618,1e-04,40,1
"6290",0.286,79.7251300870693,0.51574858016944,1e-04,40,1
"6291",0.287,82.8268816792765,0.531377725016396,1e-04,40,1
"6292",0.288,86.0444461198872,0.548054892148407,1e-04,40,1
"6293",0.289,89.381609715184,0.565871708527481,1e-04,40,1
"6294",0.29,92.8422140085502,0.584929487926052,1e-04,40,1
"6295",0.291,96.4301457927069,0.605340426192123,1e-04,40,1
"6296",0.292,100.149325008526,0.627228963148149,1e-04,40,1
"6297",0.293,104.003690182368,0.650733336706756,1e-04,40,1
"6298",0.294,107.997180996455,0.676007359013177,1e-04,40,1
"6299",0.295,112.133717519491,0.703222449383482,1e-04,40,1
"6300",0.296,116.417175545937,0.73256996462735,1e-04,40,1
"6301",0.297,120.851357399941,0.764263874173793,1e-04,40,1
"6302",0.298,125.439957451686,0.798543835430688,1e-04,40,1
"6303",0.299,130.186521467131,0.835678734203493,1e-04,40,1
"6304",0.3,135.094398763645,0.875970766002029,1e-04,40,1
"6305",0.301,140.166685970499,0.919760146932899,1e-04,40,1
"6306",0.302,145.406160990489,0.967430557892861,1e-04,40,1
"6307",0.303,150.815205522944,1.01941544325368,1e-04,40,1
"6308",0.304,156.39571423417,1.07620530548532,1e-04,40,1
"6309",0.305,162.148988344296,1.13835616052534,1e-04,40,1
"6310",0.306,168.075611034592,1.20649934546404,1e-04,40,1
"6311",0.307,174.175301662411,1.28135290050287,1e-04,40,1
"6312",0.308,180.446745298967,1.36373478124494,1e-04,40,1
"6313",0.309,186.887393577357,1.45457819503901,1e-04,40,1
"6314",0.31,193.493232257981,1.55494939577686,1e-04,40,1
"6315",0.311,200.258510319846,1.66606831232945,1e-04,40,1
"6316",0.312,207.175424666834,1.7893324334383,1e-04,40,1
"6317",0.313,214.233753854986,1.92634441334887,1e-04,40,1
"6318",0.314,221.420434118867,2.07894386139431,1e-04,40,1
"6319",0.315,228.71906986141,2.24924384003985,1e-04,40,1
"6320",0.316,236.109371150093,2.43967254182449,1e-04,40,1
"6321",0.317,243.566510873519,2.65302056870516,1e-04,40,1
"6322",0.318,251.060395479065,2.89249408633297,1e-04,40,1
"6323",0.319,258.554845362891,3.16177388849367,1e-04,40,1
"6324",0.32,266.006684852882,3.46508001033564,1e-04,40,1
"6325",0.321,273.364747957537,3.80724091981173,1e-04,40,1
"6326",0.322,280.568815770749,4.19376539018541,1e-04,40,1
"6327",0.323,287.548514874133,4.63091389297891,1e-04,40,1
"6328",0.324,294.222225585843,5.12576456201223,1e-04,40,1
"6329",0.325,300.49607508184,5.68626641659187,1e-04,40,1
"6330",0.326,306.26312421,6.3212695104453,1e-04,40,1
"6331",0.327,311.402898940402,7.04051798855109,1e-04,40,1
"6332",0.328,315.781466476574,7.85458783400613,1e-04,40,1
"6333",0.329,319.252308501963,8.77474675669762,1e-04,40,1
"6334",0.33,321.658292281277,9.81270997290167,1e-04,40,1
"6335",0.331,322.835071369252,10.9802638088072,1e-04,40,1
"6336",0.332,322.616242015754,12.2887309729782,1e-04,40,1
"6337",0.333,320.84051341366,13.7482593424529,1e-04,40,1
"6338",0.334,317.360991349626,15.3669327214969,1e-04,40,1
"6339",0.335,312.056402306929,17.1497291715221,1e-04,40,1
"6340",0.336,304.8436937112,19.0973901878146,1e-04,40,1
"6341",0.337,295.690966354147,21.2053087247156,1e-04,40,1
"6342",0.338,284.629208255247,23.4625875166385,1e-04,40,1
"6343",0.339,271.760939749688,25.8514480933988,1e-04,40,1
"6344",0.34,257.263819335955,28.3471691043285,1e-04,40,1
"6345",0.341,241.387604433943,30.9186905158021,1e-04,40,1
"6346",0.342,224.443713029292,33.5299297592712,1e-04,40,1
"6347",0.343,206.787974338328,36.1417233414852,1e-04,40,1
"6348",0.344,188.798254425258,38.714199388077,1e-04,40,1
"6349",0.345,170.849857051526,41.2092764469092,1e-04,40,1
"6350",0.346,153.291947448468,43.5929613054246,1e-04,40,1
"6351",0.347,136.428044120559,45.8371519093159,1e-04,40,1
"6352",0.348,120.502637856158,47.9207606642516,1e-04,40,1
"6353",0.349,105.694766000757,49.8301020878015,1e-04,40,1
"6354",0.35,92.1181464105542,51.5586121960576,1e-04,40,1
"6355",0.351,79.8265710471525,53.1060537879719,1e-04,40,1
"6356",0.352,68.82280463451,54.4774009037408,1e-04,40,1
"6357",0.353,59.069209936791,55.6815908319461,1e-04,40,1
"6358",0.354,50.4985999614398,56.7302974442751,1e-04,40,1
"6359",0.355,43.0242445400075,57.6368316819605,1e-04,40,1
"6360",0.356,36.5484012812236,58.4152273278945,1e-04,40,1
"6361",0.357,30.9691147523696,59.0795310553147,1e-04,40,1
"6362",0.358,26.1852974540843,59.6432883224042,1e-04,40,1
"6363",0.359,22.1002712442418,60.1192006006701,1e-04,40,1
"6364",0.36,18.6240272502798,60.5189223991049,1e-04,40,1
"6365",0.361,15.674481091478,60.8529657696959,1e-04,40,1
"6366",0.362,13.1779819194131,61.1306829061448,1e-04,40,1
"6367",0.363,11.0692967600882,61.360302127129,1e-04,40,1
"6368",0.364,9.29124845016304,61.5489976655699,1e-04,40,1
"6369",0.365,7.79414365965495,61.70297850216,1e-04,40,1
"6370",0.366,6.5350909297867,61.8275856148074,1e-04,40,1
"6371",0.367,5.47727873366252,61.9273903498368,1e-04,40,1
"6372",0.368,4.58926027020289,62.0062891848197,1e-04,40,1
"6373",0.369,3.84427428228891,62.0675920469479,1e-04,40,1
"6374",0.37,3.21961863017468,62.1141026985258,1e-04,40,1
"6375",0.371,2.69608461304009,62.1481906238141,1e-04,40,1
"6376",0.372,2.25745418470222,62.1718544557233,1e-04,40,1
"6377",0.373,1.89005848129504,62.1867773540868,1e-04,40,1
"6378",0.374,1.58239385753989,62.1943749579112,1e-04,40,1
"6379",0.375,1.32479044651962,62.1958366338928,1e-04,40,1
"6380",0.376,1.10912777552346,62.1921607707835,1e-04,40,1
"6381",0.377,0.928591953478068,62.1841848479649,1e-04,40,1
"6382",0.378,0.777469176193999,62.172610959038,1e-04,40,1
"6383",0.379,0.650970625132936,62.1580274248961,1e-04,40,1
"6384",0.38,0.545084383698995,62.1409270513679,1e-04,40,1
"6385",0.381,0.456450542303582,62.1217225123898,1e-04,40,1
"6386",0.382,0.382255974998318,62.1007593005025,1e-04,40,1
"6387",0.383,0.320145831550736,62.0783266134905,1e-04,40,1
"6388",0.384,0.268149183684697,62.0546664955548,1e-04,40,1
"6389",0.385,0.224616612345546,62.0299815074524,1e-04,40,1
"6390",0.386,0.18816786523356,62.0044411570937,1e-04,40,1
"6391",0.387,0.157647984730525,61.9781872882238,1e-04,40,1
"6392",0.388,0.132090553836757,61.9513385940075,1e-04,40,1
"6393",0.389,0.110686918665462,61.923994396163,1e-04,40,1
"6394",0.39,0.0927604231334653,61.896237808362,1e-04,40,1
"6395",0.391,0.077744845321725,61.8681383835997,1e-04,40,1
"6396",0.392,0.0651663537548894,61.8397543293548,1e-04,40,1
"6397",0.393,0.0546284111021452,61.8111343608871,1e-04,40,1
"6398",0.394,0.0457991452256537,61.7823192516474,1e-04,40,1
"6399",0.395,0.0384007849976163,61.7533431302368,1e-04,40,1
"6400",0.396,0.0322008236751616,61.7242345653179,1e-04,40,1
"6401",0.397,0.0270046274606001,61.6950174731393,1e-04,40,1
"6402",0.398,0.0226492528692414,61.6657118766894,1e-04,40,1
"6403",0.399,0.0189982751214721,61.6363345407497,1e-04,40,1
"6404",0.4,0.0159374620863925,61.6068995031593,1e-04,40,1
"6405",0.401,0.0133711553693608,61.5774185192719,1e-04,40,1
"6406",0.402,0.0112192427901315,61.5479014338142,1e-04,40,1
"6407",0.403,0.00941462545070871,61.5183564920225,1e-04,40,1
"6408",0.404,0.00790109844892657,61.488790599993,1e-04,40,1
"6409",0.405,0.00663157755451037,61.4592095425513,1e-04,40,1
"6410",0.406,0.00556661525348785,61.4296181655893,1e-04,40,1
"6411",0.407,0.00467315883912743,61.4000205286745,1e-04,40,1
"6412",0.408,0.00392351097959821,61.3704200327934,1e-04,40,1
"6413",0.409,0.00329445967365488,61.3408195272869,1e-04,40,1
"6414",0.41,0.00276654992392662,61.3112213993774,1e-04,40,1
"6415",0.411,0.00232347398712194,61.2816276491281,1e-04,40,1
"6416",0.412,0.00195156084747384,61.2520399522108,1e-04,40,1
"6417",0.413,0.00163934872587097,61.2224597124703,1e-04,40,1
"6418",0.414,0.0013772270842776,61.1928881059483,1e-04,40,1
"6419",0.415,0.00115713679841424,61.1633261177584,1e-04,40,1
"6420",0.416,0.000972319022441628,61.1337745729753,1e-04,40,1
"6421",0.417,0.000817104817073337,61.1042341625134,1e-04,40,1
"6422",0.418,0.000686738906862389,61.0747054648099,1e-04,40,1
"6423",0.419,0.000577232014926021,61.0451889639926,1e-04,40,1
"6424",0.42,0.00048523712882295,61.0156850651064,1e-04,40,1
"6425",0.421,0.000407945808706795,60.9861941068743,1e-04,40,1
"6426",0.422,0.000343001282507602,60.9567163723933,1e-04,40,1
"6427",0.423,0.000288425603018089,60.9272520981013,1e-04,40,1
"6428",0.424,0.000242558585330205,60.897801481294,1e-04,40,1
"6429",0.425,0.000204006614248251,60.868364686428,1e-04,40,1
"6430",0.426,0.00017159972194001,60.838941850406,1e-04,40,1
"6431",0.427,0.000144355596078128,60.8095330870089,1e-04,40,1
"6432",0.428,0.000121449396348376,60.7801384906135,1e-04,40,1
"6433",0.429,0.000102188439381003,60.7507581393106,1e-04,40,1
"6434",0.43,8.59909646842291e-05,60.7213920975207,1e-04,40,1
"6435",0.431,7.23683218654805e-05,60.6920404181887,1e-04,40,1
"6436",0.432,6.09100263646314e-05,60.6627031446251,1e-04,40,1
"6437",0.433,5.12712204806168e-05,60.6333803120513,1e-04,40,1
"6438",0.434,4.31621514809979e-05,60.6040719488964,1e-04,40,1
"6439",0.435,3.6339341413242e-05,60.5747780778855,1e-04,40,1
"6440",0.436,3.0598175869457e-05,60.5454987169533,1e-04,40,1
"6441",0.437,2.57666830144306e-05,60.5162338800109,1e-04,40,1
"6442",0.438,2.17003108681471e-05,60.4869835775901,1e-04,40,1
"6443",0.439,1.82775460963846e-05,60.4577478173831,1e-04,40,1
"6444",0.44,1.53962314544339e-05,60.4285266046974,1e-04,40,1
"6445",0.441,1.29704613337225e-05,60.3993199428381,1e-04,40,1
"6446",0.442,1.09280021418967e-05,60.3701278334261,1e-04,40,1
"6447",0.443,9.20810974541249e-06,60.3409502766678,1e-04,40,1
"6448",0.444,7.7596929559729e-06,60.3117872715813,1e-04,40,1
"6449",0.445,6.53977644444816e-06,60.2826388161863,1e-04,40,1
"6450",0.446,5.51220759600487e-06,60.2535049076635,1e-04,40,1
"6451",0.447,4.64657016729732e-06,60.2243855424886,1e-04,40,1
"6452",0.448,3.91727160993814e-06,60.1952807165454,1e-04,40,1
"6453",0.449,3.30277583993712e-06,60.1661904252201,1e-04,40,1
"6454",0.45,2.78495844486989e-06,60.1371146634809,1e-04,40,1
"6455",0.451,2.34856467355782e-06,60.1080534259451,1e-04,40,1
"6456",0.452,1.98075376952161e-06,60.0790067069354,1e-04,40,1
"6457",0.453,1.67071587153583e-06,60.0499745005272,1e-04,40,1
"6458",0.454,1.40934988319183e-06,60.0209568005881,1e-04,40,1
"6459",0.455,1.1889924887167e-06,59.9919536008117,1e-04,40,1
"6460",0.456,1.0031906774694e-06,59.9629648947455,1e-04,40,1
"6461",0.457,8.46508009005456e-07,59.9339906758152,1e-04,40,1
"6462",0.458,7.14367439428755e-07,59.9050309373435,1e-04,40,1
"6463",0.459,6.0291541315933e-07,59.8760856725674,1e-04,40,1
"6464",0.46,5.0890317527551e-07,59.8471548746528,1e-04,40,1
"6465",0.461,4.2959367211295e-07,59.8182385367058,1e-04,40,1
"6466",0.462,3.62680788073358e-07,59.7893366517829,1e-04,40,1
"6467",0.463,3.06221127606236e-07,59.7604492128991,1e-04,40,1
"6468",0.464,2.5857685755887e-07,59.7315762130354,1e-04,40,1
"6469",0.465,2.18367517428355e-07,59.7027176451446,1e-04,40,1
"6470",0.466,1.84429453409269e-07,59.6738735021562,1e-04,40,1
"6471",0.467,1.55781671196483e-07,59.6450437769806,1e-04,40,1
"6472",0.468,1.31597080093974e-07,59.6162284625129,1e-04,40,1
"6473",0.469,1.11178277454843e-07,59.5874275516356,1e-04,40,1
"6474",0.47,9.39368079031015e-08,59.5586410372216,1e-04,40,1
"6475",0.471,7.93783227249272e-08,59.5298689121353,1e-04,40,1
"6476",0.472,6.708417458172e-08,59.5011111692358,1e-04,40,1
"6477",0.473,5.6700175255195e-08,59.4723678013774,1e-04,40,1
"6478",0.474,4.7928234105262e-08,59.4436388014113,1e-04,40,1
"6479",0.475,4.05174502288877e-08,59.4149241621863,1e-04,40,1
"6480",0.476,3.42559834220723e-08,59.38622387655,1e-04,40,1
"6481",0.477,2.89650543921087e-08,59.3575379373495,1e-04,40,1
"6482",0.478,2.44902917736178e-08,59.3288663372343,1e-04,40,1
"6483",0.479,2.07112017323837e-08,59.3002090693917,1e-04,40,1
"6484",0.48,1.7510344927356e-08,59.2715661259894,1e-04,40,1
"6485",0.481,1.48060157561219e-08,59.2429375004178,1e-04,40,1
"6486",0.482,1.25206701720794e-08,59.2143231855295,1e-04,40,1
"6487",0.483,1.05891376502217e-08,59.1857231741789,1e-04,40,1
"6488",0.484,8.95647869478916e-09,59.1571374592229,1e-04,40,1
"6489",0.485,7.57630918209126e-09,59.1285660335208,1e-04,40,1
"6490",0.486,6.40946453193661e-09,59.1000088899346,1e-04,40,1
"6491",0.487,5.42287323079189e-09,59.0714660213291,1e-04,40,1
"6492",0.488,4.58860609940844e-09,59.0429374205721,1e-04,40,1
"6493",0.489,3.88307433390497e-09,59.0144230805343,1e-04,40,1
"6494",0.49,3.28635298570797e-09,58.9859229940897,1e-04,40,1
"6495",0.491,2.78161019844868e-09,58.9574371541152,1e-04,40,1
"6496",0.492,2.35462562098357e-09,58.9289655534913,1e-04,40,1
"6497",0.493,1.99338402301804e-09,58.9005081851014,1e-04,40,1
"6498",0.494,1.68773233571566e-09,58.8720650418326,1e-04,40,1
"6499",0.495,1.42909018953363e-09,58.8436361165751,1e-04,40,1
"6500",0.496,1.21020558000077e-09,58.8152214022226,1e-04,40,1
"6501",0.497,1.02494860527332e-09,58.7868208916721,1e-04,40,1
"6502",0.498,8.68137325804779e-10,58.7584345778242,1e-04,40,1
"6503",0.499,7.35390728951917e-10,58.7300624535828,1e-04,40,1
"6504",0.5,6.23004567256314e-10,58.7017045118554,1e-04,40,1
"6505",0.501,5.27846501591604e-10,58.6733607455529,1e-04,40,1
"6506",0.502,4.47267538804206e-10,58.6450311475896,1e-04,40,1
"6507",0.503,3.79027224277195e-10,58.6167157108835,1e-04,40,1
"6508",0.504,3.21230446805576e-10,58.5884144283558,1e-04,40,1
"6509",0.505,2.72274047901789e-10,58.5601272929316,1e-04,40,1
"6510",0.506,2.30801709935807e-10,58.5318542975391,1e-04,40,1
"6511",0.507,1.95665835595349e-10,58.5035954351103,1e-04,40,1
"6512",0.508,1.65895331970593e-10,58.4753506985806,1e-04,40,1
